sl_no,gender,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,kt_status,status
170,F,57.10571012163082,Others,59.506240925901935,Others,Science,54.84398482350075,Sci&Tech,Yes,82.9199797688521,Mkt&Fin,64.27870170640595,No KT,Placed
171,F,50.40241571768529,Central,81.17963180116584,Central,Arts,91.97754615893088,Comm&Mgmt,No,64.33834387789418,Mkt&HR,43.746851871850446,No KT,Not Placed
172,M,93.8059254775855,Central,44.178468889744344,Central,Commerce,49.87770569552012,Others,Yes,77.9808427822362,Mkt&HR,89.26470171989446,No KT,Placed
173,M,44.81402473969853,Central,50.49288623055756,Others,Science,64.90749637208327,Sci&Tech,Yes,63.96725954656133,Mkt&Fin,45.540750336725935,No KT,Not Placed
174,F,71.47068337421528,Others,91.34423553434718,Central,Commerce,40.85985435202007,Comm&Mgmt,No,67.44352083026452,Mkt&Fin,80.44044138776266,No KT,Not Placed
175,F,64.6238096193797,Central,53.63077342141089,Central,Arts,68.70012890023335,Others,No,96.15843558770896,Mkt&Fin,43.389005440208926,KT Completed,Not Placed
176,F,98.94271701451638,Others,90.22246751457641,Central,Arts,41.26126640357303,Others,Yes,60.33215924458526,Mkt&HR,80.37130226858147,KT In Progress,Not Placed
177,M,46.72233413008314,Others,56.75656530726462,Others,Commerce,89.176573183948,Others,Yes,93.70545590129151,Mkt&Fin,90.58221681566219,No KT,Placed
178,M,63.871335942744494,Central,78.57291460352246,Central,Science,89.49122604922621,Comm&Mgmt,Yes,51.52289040352484,Mkt&HR,63.92929161544345,No KT,Placed
179,M,98.16822599652212,Central,81.64903441058986,Central,Science,87.26453129814219,Sci&Tech,Yes,54.54382691848242,Mkt&HR,71.32758960593061,KT In Progress,Not Placed
180,M,91.93042755363882,Central,70.75928518870317,Central,Arts,57.00184413346709,Sci&Tech,No,92.73375206921318,Mkt&Fin,64.09250428031694,No KT,Placed
181,M,89.02432425695679,Central,58.31864060180388,Others,Commerce,90.23423309330909,Comm&Mgmt,No,81.52780154545977,Mkt&HR,58.029325517958334,KT Completed,Not Placed
182,M,55.474169622696394,Central,52.75866258226577,Central,Commerce,72.57988795631616,Sci&Tech,Yes,87.3618069019775,Mkt&HR,88.1958040376277,No KT,Placed
183,F,50.25325524340395,Central,41.991361273745575,Central,Science,62.428486532020145,Comm&Mgmt,Yes,60.47088354109271,Mkt&Fin,56.32015442385938,No KT,Placed
184,M,80.11859319546586,Others,58.23678407444343,Others,Science,77.51979758225397,Sci&Tech,Yes,76.85417277950518,Mkt&HR,83.37660546336681,No KT,Placed
185,M,95.76255934765516,Others,79.18976743187699,Others,Science,40.74046276362244,Others,No,86.86096117856525,Mkt&Fin,52.37182475531213,No KT,Not Placed
186,M,73.40577358083578,Others,96.29828910690895,Central,Commerce,48.57765265604513,Sci&Tech,Yes,81.36570685051312,Mkt&HR,54.99122776469977,KT Completed,Not Placed
187,F,74.29676136819398,Central,92.27226893578313,Central,Science,84.53761229021578,Comm&Mgmt,Yes,73.58493834456047,Mkt&Fin,60.187669754632736,No KT,Placed
188,M,56.79874561961705,Others,85.96388659211816,Others,Science,54.64969652296918,Comm&Mgmt,No,97.98918932188573,Mkt&Fin,75.3493826436273,No KT,Placed
189,M,86.16957599151621,Others,87.30684059519791,Others,Arts,75.88054703972497,Others,No,83.80786667267228,Mkt&HR,67.26533914957247,No KT,Placed
190,F,51.2226249134514,Others,79.89909420855972,Others,Science,63.10615616938178,Comm&Mgmt,Yes,95.38754001206189,Mkt&Fin,84.70868858966922,KT Completed,Placed
191,M,59.42075418425462,Others,55.61721145396018,Others,Science,91.28834672795568,Sci&Tech,Yes,86.48852557868406,Mkt&HR,52.81403802017154,No KT,Placed
192,M,65.526186316985,Others,94.43170184234978,Others,Commerce,97.14491835979862,Sci&Tech,No,86.77317642988416,Mkt&HR,40.64033727093005,KT Completed,Not Placed
193,M,70.4566227210673,Central,80.24393871435004,Others,Commerce,93.01388370221142,Others,Yes,54.00091348788396,Mkt&Fin,86.5934483071132,No KT,Placed
194,M,54.544583944904815,Central,73.62643785882639,Others,Arts,56.2371996816158,Comm&Mgmt,Yes,67.97323109269718,Mkt&HR,89.29896003280435,No KT,Placed
195,M,46.89020948435221,Others,46.65936815280887,Central,Science,51.64977214276494,Others,No,92.91847033598293,Mkt&Fin,43.56880978650337,No KT,Not Placed
196,F,76.63720254649795,Others,66.82333262838553,Others,Arts,68.4660936172441,Sci&Tech,No,61.6301931074378,Mkt&HR,76.65445132950379,No KT,Placed
197,F,57.31783319441534,Others,67.62149627211558,Others,Commerce,40.44004905017081,Others,No,55.77529330782331,Mkt&HR,62.69240703238468,No KT,Not Placed
198,F,74.87429328535674,Central,91.87381657136021,Central,Arts,41.54856357179091,Comm&Mgmt,Yes,66.30530283193967,Mkt&Fin,87.63373931167101,No KT,Placed
199,M,49.26176291645214,Central,72.79889321126731,Others,Commerce,73.19743837738,Others,No,61.0218942446307,Mkt&HR,92.4648732517887,No KT,Placed
200,M,68.86840611128905,Others,62.824032938224576,Others,Arts,71.22696424991716,Comm&Mgmt,No,96.26440973965776,Mkt&HR,91.06022600783496,No KT,Placed
201,M,71.95536595309515,Central,98.60801971063955,Central,Arts,99.6749193421156,Comm&Mgmt,Yes,93.39833210010656,Mkt&HR,86.63225484105112,No KT,Placed
202,F,43.109412209345614,Central,46.643235599578944,Others,Science,52.110510121825484,Sci&Tech,Yes,74.98416151414521,Mkt&HR,56.143133724529775,No KT,Placed
203,M,60.196256691635234,Others,65.35290569871668,Central,Arts,55.48623574962811,Sci&Tech,No,53.0671937241934,Mkt&HR,88.713378614099,KT Completed,Not Placed
204,M,48.064880616338456,Central,42.52148051028432,Central,Science,46.8124385395772,Sci&Tech,No,85.72811730465781,Mkt&HR,72.00870855437756,No KT,Not Placed
205,F,43.80249822836606,Central,84.39424724601582,Central,Science,95.05258057922468,Comm&Mgmt,Yes,81.17058656681323,Mkt&HR,43.16539688992545,KT In Progress,Not Placed
206,M,99.39761394339672,Others,95.08459313194903,Central,Science,86.66867466750705,Others,Yes,98.52773353642479,Mkt&HR,67.41633099389495,No KT,Placed
207,F,59.34123069848338,Central,56.80223977302937,Others,Science,89.34034668741086,Comm&Mgmt,No,77.94766201351885,Mkt&Fin,96.5294750217996,No KT,Not Placed
208,F,88.5924667512781,Central,91.50050060794726,Central,Arts,94.16582727787053,Sci&Tech,No,66.81968617014547,Mkt&HR,93.27156098413316,No KT,Placed
209,F,55.27843928582583,Others,57.53309382771387,Central,Commerce,71.49399920355029,Sci&Tech,Yes,75.95108467892778,Mkt&HR,46.13585685982696,No KT,Placed
210,M,80.89016333343577,Central,94.64620969863492,Others,Commerce,67.07159148704342,Others,No,98.96316457022581,Mkt&Fin,84.64760114286221,No KT,Placed
211,M,85.61367159338118,Central,85.23771421580705,Central,Commerce,59.82348841993699,Sci&Tech,Yes,84.81812162665153,Mkt&Fin,88.34757195749408,No KT,Placed
212,M,75.73832443647066,Others,88.29440661048632,Central,Arts,75.35287686087133,Sci&Tech,No,83.59880689635256,Mkt&Fin,56.28329129420589,No KT,Not Placed
213,M,68.2945713130095,Others,41.08039333602727,Central,Science,67.25670380738936,Sci&Tech,Yes,62.03407948629427,Mkt&HR,68.29651424446554,No KT,Placed
214,M,64.71045484883611,Others,97.76862142444156,Central,Commerce,67.09393519633451,Others,Yes,87.18012587803088,Mkt&Fin,82.65927648782097,KT In Progress,Not Placed
215,M,60.93209599257972,Central,83.6002595242194,Others,Arts,96.21567182386833,Comm&Mgmt,No,87.51359147358858,Mkt&Fin,66.34248932926887,KT In Progress,Not Placed
216,M,95.77174865486955,Others,58.285065723168,Central,Science,99.04189085674781,Sci&Tech,No,65.86444918879526,Mkt&HR,46.76781513199462,No KT,Not Placed
217,F,89.83716446726375,Central,89.76367989153081,Others,Commerce,87.78906335977484,Others,Yes,74.18569161953566,Mkt&HR,82.3529466809033,No KT,Placed
218,M,97.90161463999075,Others,56.891271904895795,Others,Science,85.4054854148157,Sci&Tech,No,64.7301666470228,Mkt&Fin,94.6983213841182,KT Completed,Placed
219,F,47.45783340913268,Central,92.36523037396768,Central,Commerce,80.8334897067461,Others,No,62.93525351621433,Mkt&Fin,79.14908370436945,KT In Progress,Not Placed
220,M,83.85204851221866,Others,46.75482342471622,Central,Commerce,49.96449114001082,Sci&Tech,No,51.29480351247426,Mkt&HR,86.42804491414203,No KT,Not Placed
221,M,96.30042740926227,Others,82.22115864764774,Central,Commerce,43.54634925253927,Others,Yes,64.26058723266661,Mkt&HR,61.50175213946971,No KT,Placed
222,M,50.87398396993961,Others,72.44190859869462,Central,Science,81.44357890679578,Sci&Tech,No,77.69849749391375,Mkt&HR,50.99189470759809,KT In Progress,Not Placed
223,F,43.98977604200665,Others,45.792068211726445,Others,Arts,83.72717333539455,Comm&Mgmt,No,50.08005937745144,Mkt&HR,78.56641969709756,KT Completed,Not Placed
224,F,84.46723895740354,Central,54.51362969553034,Others,Science,42.818379465888384,Sci&Tech,Yes,64.16095419048337,Mkt&HR,59.666272350473136,No KT,Placed
225,F,74.46838679079471,Others,40.744242176638885,Others,Commerce,95.68310501373088,Others,No,94.07051661616251,Mkt&Fin,91.60441113938757,No KT,Placed
226,F,90.50972660549633,Others,68.12607792787034,Central,Science,45.46843836668065,Sci&Tech,No,79.68242925536805,Mkt&HR,47.357682998680396,KT In Progress,Not Placed
227,M,48.38634259757737,Central,58.07591564560002,Others,Arts,57.15403202627215,Comm&Mgmt,Yes,80.39314120404902,Mkt&HR,66.00782198398743,KT Completed,Not Placed
228,F,87.71603871159341,Others,75.90144905786553,Central,Science,80.34338876792228,Sci&Tech,Yes,70.16821525131766,Mkt&HR,63.80365602810315,KT Completed,Not Placed
229,M,52.09763920286467,Central,57.83426846251703,Central,Arts,50.192355664268575,Others,No,83.82360717462055,Mkt&HR,96.28323121323578,KT Completed,Not Placed
230,M,49.81935657194227,Others,57.99514669041908,Central,Arts,43.32495330653467,Others,No,59.496638311517955,Mkt&HR,49.18808803626423,No KT,Not Placed
231,F,49.85594787585958,Others,84.5915919238962,Central,Science,59.86878934984899,Comm&Mgmt,Yes,90.93734051920958,Mkt&Fin,40.59080950072066,KT Completed,Placed
232,F,88.87448321388293,Others,42.88857015870121,Central,Commerce,85.95829449131074,Others,Yes,55.83445599679499,Mkt&HR,54.285112768427055,No KT,Placed
233,F,79.911833241772,Central,94.17369971151923,Others,Arts,64.82072073911561,Sci&Tech,No,82.80006773265546,Mkt&Fin,89.21661158611927,KT In Progress,Not Placed
234,F,71.38392548614716,Others,91.13583246347089,Others,Science,79.17837531447637,Sci&Tech,No,67.05746629098415,Mkt&HR,52.55930896282102,No KT,Placed
235,F,61.529829047410146,Others,80.06828099358438,Central,Arts,74.7771458336882,Sci&Tech,No,87.37564852912384,Mkt&Fin,54.452683822328964,KT Completed,Not Placed
236,F,92.6320324487865,Others,75.59329420644306,Others,Commerce,41.33310892153482,Others,Yes,77.488227563301,Mkt&Fin,47.793928272208646,No KT,Placed
237,F,63.546706445358126,Central,93.53814988837914,Central,Science,99.3123992227424,Sci&Tech,No,72.61765192393581,Mkt&HR,82.92617219659243,No KT,Placed
238,F,88.99596636829463,Central,51.11981077172287,Central,Science,42.48568532916327,Sci&Tech,Yes,58.47112010466235,Mkt&HR,44.150451430325035,No KT,Not Placed
239,M,66.3480945142131,Others,44.73814973144972,Central,Science,98.06816425890909,Sci&Tech,Yes,81.84107321421764,Mkt&HR,59.8724981397113,No KT,Placed
240,F,62.61666576549445,Central,54.370610194572286,Others,Commerce,72.99185070186388,Comm&Mgmt,Yes,98.73849217102065,Mkt&HR,56.94992359725787,KT Completed,Placed
241,F,67.76078714017639,Others,87.67469672201142,Central,Arts,97.789541623904,Others,No,91.28017124535074,Mkt&HR,73.30958378740928,KT Completed,Not Placed
242,M,58.08267244984852,Others,42.080216003589,Central,Science,46.885215964830124,Others,No,53.00040962945059,Mkt&Fin,83.82497590118413,No KT,Not Placed
243,F,84.85656281057507,Others,74.96841010500938,Others,Arts,69.42451115113079,Others,No,68.81146891805955,Mkt&HR,71.97258608180485,No KT,Placed
244,M,70.16322340554875,Others,99.7262509714786,Others,Arts,50.170245511963515,Comm&Mgmt,Yes,96.27915045951359,Mkt&HR,95.86155957850406,KT In Progress,Not Placed
245,M,53.93276170880904,Others,91.34176563025237,Others,Commerce,43.058492621346545,Others,No,75.15218737785108,Mkt&Fin,97.0865583332399,KT Completed,Placed
246,F,93.97447439647411,Others,71.28674134261537,Central,Science,77.05174690373869,Comm&Mgmt,Yes,83.10559129040897,Mkt&HR,61.68791970991093,KT Completed,Not Placed
247,M,63.033473282392684,Others,43.81845455719854,Central,Arts,52.46700525770149,Comm&Mgmt,Yes,95.62996727956951,Mkt&Fin,86.66082257649356,KT Completed,Not Placed
248,M,72.61317166683932,Central,89.88241086314258,Others,Science,75.26182109725275,Others,Yes,93.68973452099404,Mkt&HR,84.32808299609138,KT Completed,Placed
249,M,94.38832665787282,Central,75.93871049063263,Central,Science,46.74186891693914,Sci&Tech,Yes,75.09101877702554,Mkt&Fin,93.57787550228964,No KT,Placed
250,M,77.45427975483952,Central,46.89597982357401,Others,Commerce,59.919188285962164,Sci&Tech,Yes,71.88231513288011,Mkt&HR,66.8766184124622,KT Completed,Not Placed
251,F,47.013882442501846,Central,45.63143708940137,Others,Science,86.89795348319484,Others,Yes,66.98463092397935,Mkt&Fin,71.82839123186753,No KT,Placed
252,M,96.3899274168085,Central,94.57760916619554,Central,Science,66.22309131053126,Others,No,85.95097215814457,Mkt&Fin,64.94645881489444,KT Completed,Not Placed
253,F,77.66248318428507,Central,80.15201577628471,Central,Arts,77.66472489384017,Comm&Mgmt,Yes,64.34933997357716,Mkt&HR,91.02261515798233,KT Completed,Placed
254,M,60.09433687942517,Central,89.75720795900534,Others,Commerce,78.84747644473276,Others,No,62.49438032154501,Mkt&HR,53.78213892172806,No KT,Placed
255,M,48.35632435980324,Others,92.73873401693604,Others,Science,90.62530263923762,Comm&Mgmt,Yes,67.812494730189,Mkt&HR,54.38254469454668,No KT,Placed
256,M,87.64151135621776,Others,74.30634112289934,Others,Arts,59.49536766439848,Others,No,58.8607528439396,Mkt&Fin,62.35630621462479,No KT,Not Placed
257,M,77.20436535571082,Others,71.04678110530247,Others,Commerce,81.23773375495105,Sci&Tech,No,84.75599079728838,Mkt&Fin,53.82056992614107,No KT,Placed
258,F,72.0076655185793,Others,65.8256446192594,Central,Commerce,97.69694842276994,Sci&Tech,No,80.81203246653061,Mkt&Fin,73.66041018489526,No KT,Placed
259,F,93.63355498305745,Central,59.01679526746716,Others,Arts,83.81460006147208,Others,No,74.14392670579218,Mkt&HR,48.06940638973014,KT Completed,Not Placed
260,M,87.31583267347185,Central,66.07575765152271,Others,Arts,69.39222860306467,Comm&Mgmt,Yes,69.51628896307773,Mkt&HR,59.21117316424332,No KT,Placed
261,M,49.100492783965066,Others,86.43277934380939,Others,Arts,77.84304666951576,Sci&Tech,Yes,95.45312714483657,Mkt&Fin,94.8066819085354,No KT,Placed
262,F,58.70332406773289,Others,76.11540586090788,Central,Arts,84.38097386578649,Comm&Mgmt,Yes,51.456189249455264,Mkt&HR,64.55352881150776,KT In Progress,Not Placed
263,M,54.90934838886794,Central,93.55139739729077,Central,Arts,76.73654594163234,Others,Yes,88.45538717536496,Mkt&Fin,84.89402298961056,KT Completed,Placed
264,M,84.63677755436062,Others,66.60280086275127,Others,Science,41.00054880939035,Others,No,95.09547858744443,Mkt&HR,46.80773150239444,No KT,Not Placed
265,M,42.011946084146764,Others,76.42537472312524,Central,Science,51.68640986123355,Sci&Tech,No,72.3177289714963,Mkt&HR,54.85387048850708,KT Completed,Not Placed
266,F,74.193381092279,Others,77.87845318551932,Central,Commerce,88.62809303292796,Others,No,77.53452457353234,Mkt&Fin,88.44073727202212,No KT,Placed
267,F,85.74752114444144,Others,75.50182973837954,Central,Science,56.35903883874908,Sci&Tech,Yes,97.2231843941019,Mkt&HR,85.77957617738164,No KT,Placed
268,F,92.60593820570497,Central,82.15802638513098,Others,Science,83.89372717366803,Comm&Mgmt,No,60.61387576427572,Mkt&HR,63.16935511562927,No KT,Placed
269,M,60.52490492295445,Others,54.246008102488375,Others,Science,62.32721291450192,Sci&Tech,Yes,76.00674238923425,Mkt&HR,97.26381412200845,No KT,Placed
270,M,89.27543828032077,Others,70.74182665274743,Central,Arts,71.31305968947659,Sci&Tech,No,73.73605635641064,Mkt&HR,94.63858095007274,No KT,Placed
271,F,46.63790421731243,Central,46.25348816850086,Others,Commerce,44.07839798916422,Comm&Mgmt,No,62.919632393518505,Mkt&HR,97.73804494673439,KT In Progress,Not Placed
272,F,90.7871375040711,Central,63.07067965868875,Others,Commerce,50.873533662982574,Sci&Tech,No,90.9296615186554,Mkt&Fin,65.67488141126712,KT Completed,Not Placed
273,F,47.649319739918944,Others,69.26002411727586,Central,Commerce,97.43181781115408,Sci&Tech,No,94.98002973816179,Mkt&HR,51.84841502114098,No KT,Placed
274,F,63.837237433622036,Central,79.13345557272835,Central,Commerce,93.40828320681484,Others,No,89.09662898941045,Mkt&Fin,77.59951834548046,No KT,Placed
275,M,87.83772194677321,Others,97.0318631551722,Others,Science,79.13650665394302,Comm&Mgmt,Yes,59.76794804243042,Mkt&HR,81.0863894967519,No KT,Placed
276,F,48.99504564092643,Others,76.03906399290136,Central,Science,67.57867584314424,Sci&Tech,No,54.33743177506908,Mkt&HR,47.526507067031204,KT Completed,Not Placed
277,M,53.75508371395849,Central,84.61563497059359,Others,Arts,80.54567757371342,Comm&Mgmt,Yes,80.27222426526711,Mkt&Fin,87.18898205775436,KT Completed,Placed
278,F,83.33515410358397,Others,70.37596356971217,Others,Commerce,77.11661734563634,Comm&Mgmt,Yes,52.8547380254942,Mkt&Fin,41.083613185597635,No KT,Placed
279,M,83.20219219276447,Others,78.04624188257988,Central,Science,74.11313533627673,Sci&Tech,Yes,83.64129442790421,Mkt&HR,68.963703248607,No KT,Placed
280,F,78.46885797311784,Others,44.25593296802641,Others,Science,43.55062431181251,Others,Yes,76.52121101636213,Mkt&HR,59.86097556969369,No KT,Placed
281,F,81.636906668026,Others,55.26349485051082,Others,Arts,77.96815663969042,Comm&Mgmt,Yes,83.13928663718318,Mkt&Fin,84.41818359394505,No KT,Placed
282,F,72.56346660085578,Central,61.711185592308325,Central,Arts,86.1352026742701,Sci&Tech,Yes,79.5085386824872,Mkt&Fin,58.765643645308955,No KT,Placed
283,F,55.10794353441717,Central,68.34960130039082,Central,Arts,99.64489927873453,Comm&Mgmt,Yes,71.13512847635863,Mkt&Fin,89.60842676686197,No KT,Placed
284,M,60.741759610235164,Others,42.738924730143026,Central,Science,40.66471315565858,Others,Yes,60.04385900701141,Mkt&Fin,75.69720932684864,No KT,Placed
285,F,50.89586300808554,Central,48.401445853199064,Others,Science,83.8104071986406,Others,No,65.28510679052442,Mkt&HR,87.63360170572432,No KT,Placed
286,M,94.5070336800177,Others,56.60885846747834,Central,Arts,74.30735895615882,Others,No,76.22502871094882,Mkt&HR,99.36043827037743,No KT,Placed
287,M,75.00350768596724,Others,98.29196145406304,Central,Commerce,66.0431305648574,Sci&Tech,Yes,82.5934046823803,Mkt&HR,80.74950074461341,No KT,Placed
288,M,64.0510850058184,Others,59.88082042618305,Central,Arts,47.65421047428225,Sci&Tech,Yes,88.97415084422641,Mkt&HR,99.09701898169865,KT Completed,Placed
289,M,67.72034821864796,Others,68.92246348672495,Central,Arts,64.54510891809258,Others,Yes,88.35853592245304,Mkt&HR,41.73017961530232,KT In Progress,Not Placed
290,F,96.83700037670891,Others,51.76586276430358,Others,Arts,61.26263097916812,Sci&Tech,No,98.63443716305426,Mkt&Fin,60.288399309028506,KT Completed,Not Placed
291,M,49.20108418696481,Central,76.64680426454609,Others,Arts,58.16979333872453,Others,No,64.29207243317047,Mkt&Fin,46.47119587373855,KT Completed,Not Placed
292,M,75.17378992100782,Others,56.84099293095846,Central,Science,83.85277739933247,Sci&Tech,Yes,53.55553541067184,Mkt&Fin,55.73829588306637,No KT,Placed
293,M,70.35332073306796,Central,52.419554706305604,Others,Commerce,82.04353127705582,Others,Yes,67.28284677709297,Mkt&HR,90.33327394754647,No KT,Placed
294,F,76.68725412607887,Central,70.99435770675875,Central,Arts,75.34120545885469,Comm&Mgmt,No,87.16472376120383,Mkt&Fin,41.93939591956542,KT In Progress,Not Placed
295,F,41.08661102925043,Others,40.33034794962525,Central,Commerce,96.31988879760235,Others,No,71.90558255166476,Mkt&HR,71.21097614394363,No KT,Placed
296,F,92.3274345366491,Others,40.45984195895352,Others,Commerce,60.991263050851266,Others,Yes,90.88942152947098,Mkt&HR,74.02772245194238,No KT,Placed
297,F,95.92709694901674,Others,53.14412854611147,Others,Commerce,54.628116262610774,Sci&Tech,Yes,77.46631825930075,Mkt&HR,73.66906880031736,No KT,Placed
298,M,73.90799101535254,Others,42.20328175004927,Central,Arts,79.35419878590398,Sci&Tech,Yes,96.48958613152516,Mkt&Fin,68.51782442939535,No KT,Placed
299,M,81.79904943261354,Others,46.48154524784148,Central,Science,51.928843656244176,Sci&Tech,Yes,97.39317209995343,Mkt&HR,87.43617788618532,No KT,Placed
300,F,95.34996287063774,Central,60.331638960325094,Others,Arts,58.900630431005474,Sci&Tech,No,53.46522530093743,Mkt&HR,48.01258537033307,No KT,Placed
301,M,82.43431805880391,Others,88.15514077478878,Central,Commerce,53.47614640449309,Sci&Tech,No,72.82067198562122,Mkt&Fin,58.63462093304724,KT Completed,Not Placed
302,M,49.15234257485568,Others,74.32291860215804,Others,Commerce,44.14921406311007,Sci&Tech,Yes,80.4844530624784,Mkt&HR,76.94356320671037,No KT,Placed
303,M,74.57730161000879,Central,70.76006355738498,Central,Science,89.6499244981404,Comm&Mgmt,Yes,62.79362704061064,Mkt&Fin,81.45708197607735,KT Completed,Not Placed
304,F,76.40290278297135,Central,57.6093293924873,Central,Arts,55.272432575299675,Others,Yes,70.35383896894902,Mkt&HR,64.24890590662338,No KT,Placed
305,F,65.44784027814316,Others,95.90522316596898,Others,Commerce,68.38165020058125,Others,No,83.88407705588492,Mkt&Fin,92.52227579963399,KT In Progress,Not Placed
306,M,84.18665413748337,Central,63.8209024742315,Others,Science,42.59891639525872,Others,Yes,61.33671134491807,Mkt&HR,64.92960380175487,No KT,Placed
307,F,96.06202088614089,Others,45.22556600774629,Others,Commerce,81.96036797515859,Comm&Mgmt,Yes,80.09906764872262,Mkt&HR,64.16656806089999,No KT,Placed
308,F,95.53411077440657,Central,77.02399096706807,Others,Science,59.833660138377454,Others,Yes,84.8723914082153,Mkt&Fin,42.172435689243095,No KT,Placed
309,F,67.05036228424792,Central,46.83030360859608,Others,Science,84.6842036697526,Comm&Mgmt,No,54.524815554793335,Mkt&HR,73.06848017168403,No KT,Placed
310,F,46.79428275044532,Others,60.71338856810152,Others,Arts,64.74418362807197,Comm&Mgmt,Yes,74.87646580137263,Mkt&Fin,82.52085031071431,No KT,Placed
311,F,99.09047193774008,Central,70.44471632306853,Others,Commerce,51.74533638433748,Comm&Mgmt,No,63.15400149620954,Mkt&HR,46.86628981101089,No KT,Not Placed
312,M,90.33388518675605,Central,92.45335148111054,Central,Arts,70.79050493692216,Others,Yes,86.21931779990223,Mkt&Fin,58.325965965272246,No KT,Placed
313,F,47.47976087219601,Central,69.61279482040712,Central,Commerce,47.83027357824639,Comm&Mgmt,Yes,59.477775426847025,Mkt&HR,86.87541722697114,No KT,Not Placed
314,M,95.25051295704233,Central,82.13552596189986,Central,Arts,66.43234959237968,Others,Yes,94.61189577690533,Mkt&HR,61.955166124814525,KT Completed,Not Placed
315,M,92.1937817237277,Central,99.56901033994421,Others,Commerce,59.03832864522919,Others,No,71.54706682591635,Mkt&HR,54.49614772240239,KT Completed,Not Placed
316,F,71.13028342756432,Central,47.8893471938789,Others,Arts,94.71757505197799,Sci&Tech,Yes,59.90015151537767,Mkt&Fin,80.33203981390673,No KT,Placed
317,M,75.47652614469575,Others,56.48389153117117,Others,Science,43.6557233032432,Sci&Tech,Yes,71.90108981751646,Mkt&Fin,51.805526660299336,No KT,Placed
318,M,63.94016223220781,Others,63.674564535858785,Central,Commerce,81.64104484634453,Comm&Mgmt,No,70.4371881404264,Mkt&Fin,93.7391751749906,KT Completed,Not Placed
319,M,43.28569832932188,Central,65.30969071232988,Others,Commerce,50.96506995924615,Comm&Mgmt,No,71.44594797468551,Mkt&Fin,46.33590376156846,No KT,Not Placed
320,F,60.11183449875406,Others,64.66126451593274,Others,Science,59.14270445993439,Others,No,79.27806467487234,Mkt&Fin,82.39298813696962,No KT,Placed
321,F,88.17120691588069,Others,94.4566601533933,Central,Arts,64.93084378372396,Comm&Mgmt,Yes,76.05868624567688,Mkt&HR,69.97292207718252,No KT,Placed
322,M,40.27792138027617,Others,82.84195866801139,Others,Commerce,94.48090536249845,Comm&Mgmt,No,57.48885658404514,Mkt&HR,92.19577374381961,No KT,Placed
323,F,60.00995030146865,Central,76.47431284544223,Central,Commerce,54.55469596442951,Others,Yes,53.27895363233181,Mkt&HR,47.5717054615742,No KT,Not Placed
324,F,63.8901216154566,Others,58.562363071766924,Central,Arts,45.47852815268021,Comm&Mgmt,No,86.47077243632702,Mkt&HR,80.67369510976528,No KT,Not Placed
325,F,72.24373617627538,Central,89.42742305327768,Others,Science,59.12137623943141,Comm&Mgmt,No,77.98587179641567,Mkt&HR,74.32327835088289,No KT,Not Placed
326,F,95.19133698476563,Others,97.30363068909934,Others,Arts,46.280558232132,Others,No,67.95003840396319,Mkt&Fin,68.80540853440279,No KT,Placed
327,M,60.780759661957674,Central,89.2718969530136,Others,Arts,47.715789157633154,Others,Yes,90.41789112490369,Mkt&HR,69.4844358059601,KT In Progress,Not Placed
328,M,60.81719211377366,Central,40.093906311488375,Central,Arts,74.4310358785016,Sci&Tech,Yes,69.40292371304784,Mkt&Fin,83.31861770791184,No KT,Placed
329,F,84.25007488658491,Others,78.18408221100442,Central,Commerce,43.6541159859696,Others,Yes,89.79825448003038,Mkt&HR,96.26449929608933,No KT,Placed
330,F,67.13307645338843,Others,43.06812288652604,Central,Science,41.85585288361396,Sci&Tech,Yes,65.28780637561873,Mkt&Fin,45.47509954714289,No KT,Not Placed
331,M,53.47628937639892,Central,55.456433220023314,Others,Science,82.86484608822987,Comm&Mgmt,Yes,53.64226487725999,Mkt&Fin,41.17015885663121,No KT,Placed
332,M,67.1463709679616,Others,43.5714820208663,Others,Arts,61.69882569046267,Others,Yes,96.63198468999644,Mkt&Fin,88.3422875488722,No KT,Placed
333,F,48.45142122278799,Others,76.22772717696327,Others,Commerce,47.522520954032395,Others,Yes,69.72755646406866,Mkt&HR,46.49016325304556,No KT,Placed
334,M,50.5832191903734,Others,81.1953948095564,Others,Arts,55.2167662515825,Others,Yes,89.6346286424689,Mkt&HR,99.20180776482543,No KT,Placed
335,F,69.90206636436878,Central,46.86925828395431,Central,Commerce,78.52519044114393,Comm&Mgmt,Yes,63.95720666111522,Mkt&HR,77.16089493753023,No KT,Placed
336,F,65.13552697027288,Central,63.030332982698766,Central,Commerce,56.53219402845107,Sci&Tech,No,82.3182556061828,Mkt&HR,79.05198371524844,No KT,Placed
337,M,94.890754064086,Others,67.37419053733252,Central,Commerce,69.67126750722447,Comm&Mgmt,No,93.66554366288642,Mkt&Fin,51.933502176281046,No KT,Placed
338,M,61.74363394699799,Others,62.14318130565499,Central,Commerce,47.30171840360033,Comm&Mgmt,Yes,52.082201116999016,Mkt&Fin,54.418738617800464,KT Completed,Not Placed
339,F,74.8353010166826,Others,47.26150002911158,Others,Science,75.28561825632681,Others,Yes,91.53178823430446,Mkt&Fin,79.561018185955,No KT,Placed
